gene	ncodons	SymvsFL_k	SymvsFL_pval	RuvsFL_k	RuvsFL_pval	GivsFL_k	GivsFL_pval	GivsRu_k	GivsRu_pval
Rmag_0123	328	0.6759621149437793	0.1022593647980117	0.6755844740376256	0.1020604306024223	0.8478590729873859	0.596873174306501	1.496368141488123	0.1434479039297838
Rmag_0126	76	1.230560929776844	0.86620324822959	1.216893847720482	0.8702396099673435	0.7023026192894326	0.664714378998785	0.2245834187041354	0.2956572896520816
Rmag_0127	438	0.483806845521394	7.509308620812227e-06	0.6033664099277783	4.279356441272419e-05	0.7112857494918368	0.1747725669383087	1.012835229055035	0.9299746450887871
Rmag_0132	394	0.5622367147827007	0.02172328251304312	0.2301635491856798	0.006843115167296854	0.3885325562924101	0.09431606184573949	7.825531487990999	0.2609503779735927
Rmag_0133	419	0.6468212153919172	0.03400950004384218	0.6463706860199131	0.03451224963516453	0.8077731307720898	0.703529214096168	1.73910378039232	0.4547510349514422
Rmag_0134	341	0.7944970886553381	0.5050288194534809	0.8528251195591925	0.6560925526998277	0.07918785060095698	0.004527865838402145	0.3975283434736033	0.06781863586367143
Rmag_0136	642	0.6773586514118571	0.2400903497017884	0.6781576651846594	0.2393780722759268	14.32091760618586	0.2129958290163894	1.091893250393476	0.5103578941275393
Rmag_0137	272	0.9065763978377358	0.8520209718952128	0.9081139299349696	0.8481274850083919	16.93064569746251	0.05429307983911891	1.522225948092061	0.08282767575424732
Rmag_0138	442	0.8206372649267151	0.5914050932032656	1.038107709743513	0.9210546940680668	23.67634898779865	0.04129075356517387	1.101443764091806	0.4055051952598321
Rmag_0139	191	0.6903190576731445	0.03857351829010758	0.6899136832284515	0.03877271279680061	0.6522115420621476	0.05529011579515941	0.9077146613906505	0.546443123925392
Rmag_0141	510	0.658159260603841	0.03596764075794445	0.5505354488694826	0.0009890306752604605	0.5041127647793352	0.0338701139777029	0.4519045207901781	0.09422730559233616
Rmag_0142	317	0.593035210385195	0.135633496025151	0.5908050273807441	0.1360939127443781	0.7026112705121268	0.4318597649976323	1.0866128919884	0.7535748330893919
Rmag_0143	205	0.4144525470371637	0.1047814330954695	0.4024117830806948	0.1042721270946367	0.04936110662741252	0.01269769841182933	0.2219098651602308	0.1971233006929571
Rmag_0144	276	3.633008442734982	0.08907907616263389	3.599083528578744	0.09714548272459778	0.1546834911729124	0.05767839418801735	0.2458369250414315	0.06442091425720675
Rmag_0146	399	0.08167170838340514	7.375247190744005e-09	0.08100584027239958	8.100274451194878e-09	0.08568363877123503	8.672651974350742e-08	0.948400266265527	0.8738948000530699
Rmag_0147	187	0.6144745391502406	0.0514116162106133	0.6137603110589691	0.05146227883140064	0.4678630741084226	0.004371693916616848	0.6737892141387455	0.435636763138739
Rmag_0151	403	0.05435845949867613	6.020394674677298e-06	0.05367010740708668	5.994109628759681e-06	0.0851568122133076	0.000890410604317271	1.601857880370217	0.004204290624542972
Rmag_0153	444	0.8376825143193924	0.5018132379447084	0.8114697058658584	0.5055689008917821	0.01545380655275578	2.661680429605351e-05	0.2091601289873692	0.007022827163686518
Rmag_0156	633	0.05220492678689404	2.365560464179239e-07	0.6526972463766681	0.0003449532458140725	0.2565539684190533	4.049844879838727e-05	0.8428359602047213	0.1877653505357205
Rmag_0160	153	0.165689859691647	0.3976388014541593	0.05636336499342738	0.3656510869988975	43.74408181448443	0.1399502029488605	49.99999999999989	0.04828350192340691
Rmag_0161	157	0.3436394002626262	0.01218183529735839	0.3430195173433606	0.01214328278580346	0.008384767813003386	0.2581174810707892	16.70514769878782	0.07812240501951573
Rmag_0164	103	0.7965753617574045	0.2143343892034778	0.7914011999377775	0.2160558227134354	7.851303955792944	0.1827077503002027	10.84931784843225	0.0523925347899864
Rmag_0165	262	0.603565072811054	0.01422908444834614	0.5830690934512822	0.01429415485932395	0.7461316923091597	0.3895484346258998	1.098176827769382	0.5201844534400264
Rmag_0166	204	0.674397052128538	0.01782825647156594	0.6734755055182117	0.01774921082539982	0.0	0.02985392081038907	0.9593419384543035	0.8859739699112332
Rmag_0167	97	0.5509931382550439	0.0329164653097298	0.5518835440389767	0.03284630787680465	0.01139171663809844	0.05491452036975575	1.091226772748694	0.7262834879359529
Rmag_0168	285	0.01274100862326165	0.0007150109581006703	0.5942021530937055	0.03153942740336357	0.01175690629112126	0.000290616807559263	0.8957295774882676	0.5429119713085659
Rmag_0169	89	0.003298096782602495	4.694979062858096e-06	0.00784832882320497	4.709629757071454e-06	0.04955285602658895	5.06189415161451e-06	1.395234879419541	0.1966793413047251
Rmag_0170	113	0.05022194017039417	0.002628885563543681	0.0484718776532739	0.002615205684521449	0.536447462423134	0.2042413995328792	1.924210031060572	0.005671329027617578
Rmag_0171	234	0.5464066003430824	0.6090374688037273	0.5375673153469248	0.001704015777541423	0.5253658445947357	0.08608367192719879	1.009769247194954	0.9723292377905834
Rmag_0172	136	0.6234492911731614	0.06413889990081723	0.03810182487559192	0.02883526471646092	0.2397205224057002	0.06905751712952002	27.91754650273309	0.74102865402751
Rmag_0173	62	0.4265449647056165	0.03899505672255221	0.3868606463728057	0.03206936832083229	0.5118699617791375	0.2109402173198603	1.23084550183612	0.6972495034240018
Rmag_0174	88	0.3869531393448561	0.01468543380001619	0.4237594997268715	0.014643381752522	0.5129234200433158	0.03302255271583487	1.317957695175049	0.2919424771559406
Rmag_0175	122	2.135717359362268	0.3557969134079599	2.128208472521967	0.3558992999811946	0.177822055341342	0.04554912204696238	0.08366567198760659	0.2294690513850919
Rmag_0176	103	0.4994116641270698	0.01354129634042123	0.4989787538589281	0.01342883643628712	0.5262265792961291	0.1404080725303901	1.063513979818425	0.8332973121509706
Rmag_0177	183	0.04104587385004486	0.01625452127515792	0.5656883568788953	0.0668668463837172	1.530653372315143	0.7255756971348174	1.291717736794636	0.2179170164188752
Rmag_0178	101	0.9199241297378967	0.7444088516530089	0.9220473179622992	0.7257867697826432	0.9924585238749669	0.9811441133478062	1.072410930630796	0.7978435680341941
Rmag_0179	131	0.1407818753451429	0.0001552701202299778	0.1387372524911118	0.0001550012555434632	0.04082008982710874	2.216758688322606e-05	1.343182512608043	0.1779301200435421
Rmag_0180	181	0.1962832969172973	0.01028972147660312	0.4975467894059171	0.01460163688646987	5.905324776991596	0.009040487037856981	19.77608385212611	0.01451511243100567
Rmag_0181	115	0.6027821226872312	0.1383680986167322	0.6032921637298291	0.1385516674826615	0.9346390595122588	0.8410724214042065	7.609026043386445	0.04470211993906037
Rmag_0182	173	0.9976710449147286	0.9890115526644402	0.996733638472148	0.9952766618209322	0.9546938939028997	0.8939208980290393	0.2276021141110405	0.6873607744494271
Rmag_0184	147	0.5235095704083339	0.001950018386406072	0.5161487918916151	0.0018748092039792	0.5153622288051579	0.02059402869677485	0.9208909629074825	0.7156184217157624
Rmag_0185	433	0.6161076780503862	9.093157125250606e-05	0.6235734551311254	9.328627714244586e-05	0.7922187574529935	0.2653242439508422	1.103055724012942	0.3609682750758948
Rmag_0187	119	0.005993912312771599	0.001977075534352002	0.07369658189671194	0.0791662705355819	0.0	0.00122455857900472	1.204281127571012	0.3433279825627478
Rmag_0188	128	0.6209783085411895	0.002144043124188033	0.6207370520453841	0.00214710267780327	1.006783616632151	0.9850624399685125	1.622543240520639	0.02192386684435832
Rmag_0189	208	0.7240496519987777	0.06384664183996791	0.008427064353269174	0.01491360698009569	0.006069896801242827	0.05013913204561671	1.033888899764701	0.8472518044791593
Rmag_0190	326	0.02795235021072291	0.007423890098580355	0.6954821820357803	0.1128220629971992	5.291911560876341	0.05610357709051028	6.550854825488338	0.001930975080921549
Rmag_0191	132	0.2061929268544521	0.0740676387730832	0.4213456542976305	0.0385680987161936	0.1245561364527625	0.04754471422080253	0.189416988474809	0.5416480780370893
Rmag_0192	71	0.4672527847774771	0.009254898098827957	0.4108300808099883	0.009379729237223411	0.3537244828047497	0.02293970416882329	1.093022139969919	0.9307512223835872
Rmag_0197	382	1.146324259285006	0.9356924047044309	1.0541337834477	0.9089456591073239	0.7089010945425945	0.636636722847209	0.3919958485961302	0.2185239082410113
Rmag_0199	831	3.390533077223583	0.3764237211138116	1.664476573337341	0.6138611670903735	0.04249848848958086	0.0002825919697121426	0.7810253125547105	0.01155543180488394
Rmag_0200	199	0.5243946492443327	0.0005372153993000728	0.5384887378335491	0.000530960264794933	0.1668553382403338	0.002246406773343201	0.731482059517047	0.09052210705637331
Rmag_0201	103	0.4585679384137699	0.3057177065302542	0.3051417749656312	0.1910164631817712	1.008060241826364	0.9923996217349202	2.29453824724462	0.1365757745629272
Rmag_0203	234	0.4693851563620061	0.02244907390803352	0.4689280446198749	0.02240864432832135	0.3707268582507375	0.05755256356123184	0.7639082391773325	0.1958485791446339
Rmag_0204	433	0.04223242719423605	0.07629336090789085	0.7290073236976419	0.4937292020450735	0.003862104586947595	0.05118582804843208	0.9891345911813613	0.9737595104262186
Rmag_0205	198	0.001680134289883855	0.0001335536244668756	0.03156853410480528	9.036019474584212e-05	0.6169157838518887	0.7624808517553935	1.18371341155129	0.9380416654784178
Rmag_0206	437	0.4081205521565399	0.2783055540400678	0.498108921562496	0.2889627418372045	0.3960096421021163	0.1704305572468219	0.05063618626247014	0.0002362373926589889
Rmag_0208	778	17.27731496653719	0.1182644575839369	1.304300668194939	0.6237813482599102	1.121312247214517	0.7285319015558304	1.032421873657004	0.8594357546139053
Rmag_0211	480	0.967080967538426	0.9036272672905453	0.9684988509307785	0.9056058030439108	0.04522673829636235	0.01782388564413295	0.01842735075187581	0.1985879930402471
Rmag_0213	217	0.8280464109032395	0.5740956409946898	0.8288113104182473	0.5754039286134711	0.3178156262329971	0.00519885043445556	0.4855214646528645	0.006402540657904354
Rmag_0214	138	0.6389336377078905	0.02847938060326571	0.6525218952375579	0.02805685098412825	0.4881755508163742	0.005787152558763942	0.7517856623217365	0.4643442309020446
Rmag_0215	116	0.1034916036440573	0.0003283644873551816	0.8918633274027951	0.9557581957563366	0.6297042911625697	0.05364686458670709	1.089803218291441	0.6644354074387936
Rmag_0216	249	0.6359610819465638	0.01899829055696733	0.6471427314222618	0.03298852587051204	0.4113416759765979	0.08847521399478353	0.8381878166504423	0.2525885318040252
Rmag_0217	272	13.08068484071392	0.002818984815836867	0.8247560764318204	0.5989288060888638	0.8252663991688298	0.6112888001182617	0.90258795537203	0.6938850350092546
Rmag_0221	547	0.4767862961855879	0.0003522460377709535	0.4748145311914426	0.0003522305972926132	0.429359333243354	0.02318367093481033	0.2964926291552003	0.08402405831711313
Rmag_0222	428	0.1356183258826922	9.64960310142482e-05	0.5121618192550182	0.1585083189053493	0.1458902443106052	0.03698874052438883	1.12969631355923	0.9131339704788747
Rmag_0223	217	0.4086389114453267	0.0955550166371345	0.3930589003853898	0.0880600719918575	0.5240403446756245	0.5646348567618615	0.9885582295460369	0.9480564454837869
Rmag_0224	173	3.055706114087399	0.5704309766203064	0.7282686443359855	0.6748635367358711	3.623922000792967	0.7312920012165183	0.8801888677153819	0.4585422105381791
Rmag_0225	74	0.6629485689533718	0.04757450765356996	0.6629042911181053	0.04756506173595854	0.6674261691751563	0.1996416898822037	1.001629952118978	0.994318790474707
Rmag_0227	227	0.5478526494297662	0.03254349796184286	0.5557493185605434	0.03281809262605762	0.5842236992752932	0.2491328981486424	1.29615107888128	0.3855557292222722
Rmag_0232	312	0.7282026399861351	0.09947187377137434	0.7275471127751166	0.1045813242198222	1.010066534071349	0.9658619175970687	1.288494315971479	0.09983406207988688
Rmag_0233	285	0.6380414573264084	0.03996751016025413	0.1605698619051754	0.0009154676791510719	0.197993667368547	0.002336661844334231	0.9507343466863807	0.7857524735015572
Rmag_0236	475	0.5348592785211201	0.0005945723097118272	0.6018043752470941	0.01376704624043201	0.862845321440045	0.7611190444027993	1.312519131822393	0.1485759090610533
Rmag_0237	118	0.3202006694345352	0.1290881631642047	0.3227690598798504	0.1292618959694196	0.3229795834412431	0.312439027741141	1.029235563470189	0.9263794645411382
Rmag_0239	205	15.40425259591404	0.0008091514300253566	15.87568821412233	0.04260819837527685	0.6789734847719209	0.4625082909963243	0.7169530309364008	0.02309063063499395
Rmag_0240	417	0.9999999999431505	1.0	1.002002014157742	0.9914132461706813	6.640610473826658	0.9176085369000617	1.45810016540918	0.3727843353982785
Rmag_0241	157	1.040618949168499	0.9236486196540536	1.037331657208072	0.9285419826251988	0.1764700691606628	0.2495109373518121	0.0750038194333279	0.03943829114652941
Rmag_0242	424	0.6731672863184585	0.05535992701582904	0.5225249536667395	0.007357111426458784	0.4650031242236771	0.01438107762992158	0.8340434152859084	0.1836109745694138
Rmag_0243	753	0.9027076901458173	0.800410013103812	0.9083018381285322	0.8019234846383753	0.9220235098127006	0.8420136081694324	0.7898156302045968	0.2729773306867194
Rmag_0244	359	0.6810150222696597	0.199670057207408	0.7020390086885688	0.2008455279518936	0.5722500815335336	0.06442924220425483	0.8626022439987524	0.2201522573427284
Rmag_0245	164	1.441750159024294	0.3693712478454227	1.401224727839191	0.3689200622191042	0.05484514479369627	0.01147726587929365	0.0006027054386474926	0.0004674101128824271
Rmag_0246	207	0.7946950253327527	0.8068964943758439	0.7966125251392764	0.8163540301317587	1.555107276035741	0.6042661918706231	1.223402818344838	0.5384015073171518
Rmag_0247	101	14.71789971136219	0.381650464842841	3.724881181262499	0.6769200764004272	0.2685000653031486	0.246616390705513	0.7292111985430915	0.4651508371214794
Rmag_0248	656	0.2272230261230404	0.006605756314229327	0.2089789220634456	0.006926423077850075	0.1295858271730394	0.004760153753259777	0.8572103609489566	0.1087268326400553
Rmag_0249	516	0.5656392820629176	0.005698209740143123	0.5708559613570874	0.005652763106448466	0.01285503422608372	0.7924546448018996	1.476766600462883	0.1362874194647286
Rmag_0250	484	0.7093943533030048	0.04844497206847531	0.7034261298877883	0.04823367469203066	0.8272694154218092	0.5880111131325945	1.094149543148872	0.5409345156937339
Rmag_0257	262	0.575103628721516	0.3109713361968267	0.6795372161927242	0.4379956578219699	0.506914303522406	0.5359980348898952	14.82885342277406	0.3022881699357781
Rmag_0258	313	0.9423688042934574	0.8515593574959662	1.030911298524936	0.8930112996020647	0.8236619894947582	0.7588667733076137	0.7869854812634128	0.2629708470106514
Rmag_0261	185	0.5214166218260966	0.01764880699464555	0.4756010296356332	0.002216605018307449	2.906712273557228	0.3848238671062203	2.02777341547861	0.6595223324917328
Rmag_0262	239	0.4257728831357323	0.002831943036284201	0.4528053244455632	0.002653960645227382	0.5896924362716672	0.1241594611689858	1.068715189075685	0.6366134553412837
Rmag_0265	210	0.6702185021911825	0.6547293215395309	0.6183994463039845	0.4609207153850762	10.4795815032067	0.68052695792493	1.629454712805665	0.2798215195524004
Rmag_0266	333	0.6476050877895013	0.04530126993911887	0.6541023560456178	0.0477460935029731	0.383111840404623	0.0639030398098237	0.8001239016379623	0.3411195778596157
Rmag_0267	188	0.7587805869430645	0.3001406360780197	0.7703766679510301	0.2874667849033131	0.9080627600476208	0.7783905757353904	1.174605786245069	0.3706466317241077
Rmag_0270	472	0.7407165957720466	0.1945193532007153	0.7399376358238239	0.1874946773614879	0.03931393214475776	0.1653119089005249	1.366320233704161	0.3467915668894009
Rmag_0271	275	0.4328969352442787	0.0388188254036449	0.5506578757576247	0.1250323482774333	0.5790676254730485	0.5689595583764278	1.166778198241717	0.4050298802281187
Rmag_0272	639	0.7053292572153799	0.05795808793691459	0.7078233114427176	0.05805375962063475	0.9027252822046503	0.7312931978387749	1.363694797432538	0.1732710171586475
Rmag_0273	406	0.7563968030110056	0.4298003765299472	0.7877432402937375	0.4591953561342634	0.8759494601700244	0.8547454805878067	2.114598016818118	0.5430156068983754
Rmag_0274	377	0.900885017157002	0.9313251310560853	0.4862103626059422	0.1605950382075499	0.4991948266703711	0.2777063396196739	1.01455626495738	0.9456911975386357
Rmag_0275	230	1.561779540562277	0.7255679821322227	1.467926921978717	0.7193883049629322	18.99793664676339	0.1827135000960471	0.0159374327041725	0.020911518757874
