	GC	GC1	GC2	GC3	CDC	P(CDC)	coregene_id	ortho_id	locus_tag	ispseudo	Genome
66	0.279907	0.40069699999999997	0.243902	0.195122	0.10921700000000001	0.0004		524	Vgig2_peg_16	0	V.gigas2
67	0.27907	0.426357	0.224806	0.186047	0.11763299999999999	0.2862		1299	Vgig2_peg_160	0	V.gigas2
68	0.344697	0.471591	0.403409	0.159091	0.129558	0.0322	Rmag_0698	779	Vgig2_peg_161	0	V.gigas2
69	0.348071	0.44935699999999995	0.39791	0.196945	0.0871572	0.0		782	Vgig2_peg_162	0	V.gigas2
70	0.351527	0.44834300000000005	0.391813	0.214425	0.11861600000000001	0.0		1211	Vgig2_peg_163	0	V.gigas2
71	0.302752	0.41743100000000005	0.261468	0.229358	0.162456	0.0		1210	Vgig2_peg_164	0	V.gigas2
72	0.32153400000000004	0.371681	0.367257	0.22566399999999998	0.167481	0.0		1209	Vgig2_peg_165	0	V.gigas2
73	0.253333	0.413333	0.213333	0.13333299999999998	0.09709910000000001	0.172		1208	Vgig2_peg_166	0	V.gigas2
74	0.29487199999999997	0.41025600000000007	0.320513	0.153846	0.144041	0.9238	Rmag_0694	783	Vgig2_peg_167	0	V.gigas2
75	0.317402	0.389706	0.319853	0.24264699999999997	0.0950837	0.0078	Rmag_0693	784	Vgig2_peg_168	0	V.gigas2
76	0.296296	0.40972200000000003	0.3125	0.166667	0.208958	0.0	Rmag_0692	785	Vgig2_peg_169	0	V.gigas2
77	0.347879	0.447273	0.37454499999999996	0.221818	0.11659000000000001	0.0012	Rmag_0116	526	Vgig2_peg_17	0	V.gigas2
78	0.332545	0.44444399999999995	0.338061	0.21513000000000002	0.0832842	0.0006	Rmag_0691	786	Vgig2_peg_170	0	V.gigas2
79	0.312715	0.402062	0.309278	0.226804	0.134436	0.0074	Rmag_0690	787	Vgig2_peg_171	0	V.gigas2
80	0.288591	0.389262	0.281879	0.194631	0.118647	0.1418	Rmag_0689	788	Vgig2_peg_172	0	V.gigas2
81	0.339687	0.457433	0.346887	0.21474000000000001	0.09063049999999999	0.0		1231	Vgig2_peg_173	0	V.gigas2
82	0.335383	0.41188500000000006	0.358607	0.235656	0.16414	0.0		1230	Vgig2_peg_174	0	V.gigas2
83	0.310954	0.427562	0.305654	0.199647	0.07794960000000001	0.0		1229	Vgig2_peg_175	0	V.gigas2
84	0.30628	0.423188	0.292754	0.202899	0.09303869999999999	0.0	Rmag_0684	789	Vgig2_peg_176	0	V.gigas2
85	0.319635	0.447489	0.30136999999999997	0.210046	0.12651099999999998	0.0068	Rmag_0683	790	Vgig2_peg_177	0	V.gigas2
86	0.306748	0.325153	0.35582800000000003	0.23926399999999998	0.0969099	0.7178		791	Vgig2_peg_178	0	V.gigas2
87	0.27564099999999997	0.375	0.259615	0.19230799999999998	0.144227	0.2152	Rmag_0680	793	Vgig2_peg_179	0	V.gigas2
88	0.33033	0.441441	0.301802	0.247748	0.17334000000000002	0.0	Rmag_0117	527	Vgig2_peg_18	0	V.gigas2
89	0.341625	0.43283599999999994	0.368159	0.223881	0.125131	0.0356	Rmag_0679	794	Vgig2_peg_180	0	V.gigas2
90	0.289116	0.428571	0.28571399999999997	0.153061	0.140404	0.4482	Rmag_0678	795	Vgig2_peg_181	0	V.gigas2
91	0.365348	0.497175	0.378531	0.22033899999999998	0.126128	0.0	Rmag_0677	796	Vgig2_peg_182	0	V.gigas2
92	0.272727	0.262626	0.292929	0.262626	0.193883	0.0386		1183	Vgig2_peg_183	1	V.gigas2
93	0.309942	0.368421	0.245614	0.315789	0.207337	0.9520000000000001		2010	Vgig2_peg_184	1	V.gigas2
94	0.305857	0.394794	0.310195	0.212581	0.12608	0.0		1871	Vgig2_peg_185	0	V.gigas2
95	0.265432	0.345679	0.27160500000000004	0.17901199999999998	0.106206	0.1412		1652	Vgig2_peg_186	0	V.gigas2
96	0.268897	0.36431199999999997	0.263941	0.17843900000000001	0.0817836	0.0344		1184	Vgig2_peg_187	0	V.gigas2
97	0.286511	0.364548	0.301003	0.19397999999999999	0.106678	0.0		1185	Vgig2_peg_188	0	V.gigas2
98	0.23633200000000001	0.28571399999999997	0.25396799999999997	0.169312	0.0647021	0.5008		1186	Vgig2_peg_189	0	V.gigas2
99	0.337379	0.463592	0.354369	0.194175	0.0850116	0.0	Rmag_0118	528	Vgig2_peg_19	0	V.gigas2
100	0.30657399999999996	0.411867	0.32460700000000003	0.183246	0.09892480000000001	0.0	Rmag_0676	798	Vgig2_peg_190	0	V.gigas2
101	0.33945	0.48256899999999997	0.352294	0.18348599999999998	0.0747032	0.0	Rmag_0674	799	Vgig2_peg_191	0	V.gigas2
102	0.319713	0.449462	0.31828	0.191398	0.0857073	0.0	Rmag_0673	800	Vgig2_peg_192	0	V.gigas2
103	0.268293	0.370732	0.263415	0.170732	0.115397	0.006999999999999999	Rmag_0672	801	Vgig2_peg_193	0	V.gigas2
104	0.319115	0.41943100000000005	0.32701399999999997	0.2109	0.131965	0.0	Rmag_0671	802	Vgig2_peg_194	0	V.gigas2
105	0.308123	0.436975	0.310924	0.17647100000000002	0.14444200000000001	0.3148		1934	Vgig2_peg_195	0	V.gigas2
106	0.293785	0.423729	0.281356	0.176271	0.137317	0.0		1847	Vgig2_peg_196	0	V.gigas2
107	0.334419	0.452769	0.351792	0.198697	0.155475	0.0		803	Vgig2_peg_197	0	V.gigas2
108	0.285047	0.359813	0.299065	0.196262	0.0949865	0.1056	Rmag_0669	805	Vgig2_peg_198	0	V.gigas2
109	0.345873	0.426332	0.366771	0.24451399999999998	0.09792730000000001	0.0022	Rmag_0668	806	Vgig2_peg_199	0	V.gigas2
110	0.294574	0.30232600000000004	0.348837	0.232558	0.245279	0.4598		1167	Vgig2_peg_2	0	V.gigas2
111	0.330392	0.42794099999999996	0.323529	0.239706	0.0954721	0.0	Rmag_0120	1005	Vgig2_peg_20	0	V.gigas2
112	0.34788600000000003	0.5051979999999999	0.313929	0.224532	0.136467	0.0	Rmag_0667	807	Vgig2_peg_200	0	V.gigas2
113	0.28	0.393333	0.3	0.14666700000000002	0.163235	0.0004	Rmag_0666	808	Vgig2_peg_201	0	V.gigas2
114	0.329365	0.357143	0.404762	0.22619	0.196414	0.2048	Rmag_0665	809	Vgig2_peg_202	0	V.gigas2
115	0.324484	0.39823000000000003	0.256637	0.31858400000000003	0.17638399999999999	0.0698	Rmag_0664	810	Vgig2_peg_203	0	V.gigas2
116	0.347032	0.424658	0.369863	0.246575	0.10197300000000001	0.1958	Rmag_0662	811	Vgig2_peg_204	0	V.gigas2
117	0.352304	0.402439	0.369919	0.284553	0.190474	0.0	Rmag_0661	812	Vgig2_peg_205	0	V.gigas2
118	0.333333	0.48571400000000003	0.321429	0.192857	0.167678	0.0176	Rmag_0659	813	Vgig2_peg_206	0	V.gigas2
119	0.318182	0.409091	0.335227	0.210227	0.11534900000000001	0.1814	Rmag_0658	814	Vgig2_peg_207	0	V.gigas2
120	0.388278	0.505495	0.49450500000000003	0.16483499999999998	0.24483000000000002	0.0044	Rmag_0657	815	Vgig2_peg_208	0	V.gigas2
121	0.267751	0.403252	0.23089400000000002	0.169106	0.104716	0.0	Rmag_0656	818	Vgig2_peg_209	0	V.gigas2
122	0.28046	0.441379	0.21379299999999998	0.18620699999999998	0.137705	0.0274	Rmag_0121	529	Vgig2_peg_21	0	V.gigas2
123	0.353846	0.442308	0.42307700000000004	0.196154	0.116445	0.0014	Rmag_0654	819	Vgig2_peg_210	0	V.gigas2
124	0.264957	0.269231	0.21794899999999998	0.307692	0.21765900000000002	0.0406		1963	Vgig2_peg_211	1	V.gigas2
125	0.254902	0.313725	0.235294	0.21568600000000002	0.123329	0.4702		2011	Vgig2_peg_212	0	V.gigas2
126	0.265351	0.33552600000000005	0.309211	0.151316	0.11856300000000002	0.0746	Rmag_0652	821	Vgig2_peg_213	0	V.gigas2
127	0.313008	0.420732	0.329268	0.189024	0.10881400000000001	0.0002	Rmag_0651	822	Vgig2_peg_214	0	V.gigas2
128	0.313297	0.40437199999999995	0.349727	0.185792	0.0726979	0.6788		1039	Vgig2_peg_215	1	V.gigas2
129	0.321678	0.484266	0.31293699999999997	0.16783199999999998	0.121341	0.0	Rmag_0649	823	Vgig2_peg_216	0	V.gigas2
130	0.34538800000000003	0.482704	0.314465	0.238994	0.10910299999999999	0.0	Rmag_0648	824	Vgig2_peg_217	0	V.gigas2
131	0.327434	0.469027	0.247788	0.265487	0.181523	0.0186	Rmag_0647	825	Vgig2_peg_218	1	V.gigas2
132	0.35897399999999996	0.369231	0.446154	0.261538	0.315201	0.0202		1132	Vgig2_peg_219	0	V.gigas2
133	0.296581	0.387179	0.276923	0.22564099999999998	0.0934725	0.0	Rmag_0122	1006	Vgig2_peg_22	0	V.gigas2
134	0.358543	0.504202	0.403361	0.168067	0.25681	0.0	Rmag_0645	826	Vgig2_peg_220	0	V.gigas2
135	0.35	0.4	0.475	0.175	0.219259	0.7828		2012	Vgig2_peg_221	0	V.gigas2
136	0.330366	0.459941	0.33234400000000003	0.19881300000000002	0.0970002	0.0008	Rmag_0643	827	Vgig2_peg_222	0	V.gigas2
137	0.324873	0.44162399999999996	0.324873	0.20812199999999997	0.105298	0.0	Rmag_0642	828	Vgig2_peg_223	0	V.gigas2
138	0.308869	0.357798	0.348624	0.220183	0.161201	0.1926		829	Vgig2_peg_224	0	V.gigas2
139	0.26881700000000003	0.341935	0.25161300000000003	0.212903	0.133301	0.0252	Rmag_0640	830	Vgig2_peg_225	0	V.gigas2
140	0.308793	0.398773	0.294479	0.233129	0.123734	0.1084		1040	Vgig2_peg_226	0	V.gigas2
141	0.318548	0.41935500000000003	0.33064499999999997	0.205645	0.154747	0.0	Rmag_0635	834	Vgig2_peg_227	0	V.gigas2
142	0.37708800000000003	0.50358	0.403341	0.22434400000000002	0.113604	0.0	Rmag_0632	835	Vgig2_peg_228	0	V.gigas2
143	0.328308	0.42211099999999996	0.311558	0.251256	0.18737	0.0		836	Vgig2_peg_229	0	V.gigas2
144	0.33755300000000005	0.484177	0.338608	0.18987300000000001	0.161672	0.0	Rmag_0123	530	Vgig2_peg_23	0	V.gigas2
145	0.283951	0.301587	0.365079	0.185185	0.11140599999999999	0.0216		837	Vgig2_peg_230	0	V.gigas2
146	0.28029	0.29983200000000004	0.31993299999999997	0.221106	0.05777519999999999	0.0002		2013	Vgig2_peg_231	0	V.gigas2
147	0.324048	0.440111	0.328691	0.203343	0.12431500000000001	0.0	Rmag_0628	838	Vgig2_peg_232	0	V.gigas2
148	0.319481	0.45194799999999996	0.327273	0.179221	0.114603	0.0		1134	Vgig2_peg_233	0	V.gigas2
149	0.340619	0.505464	0.333333	0.18306	0.12955999999999998	0.0	Rmag_0626	839	Vgig2_peg_234	0	V.gigas2
150	0.253472	0.291667	0.270833	0.197917	0.09182739999999999	0.3326		1994	Vgig2_peg_235	1	V.gigas2
151	0.333333	0.47183100000000006	0.338028	0.190141	0.10864000000000001	0.0008		841	Vgig2_peg_236	0	V.gigas2
152	0.331034	0.455172	0.37241399999999997	0.165517	0.106653	0.0	Rmag_0623	842	Vgig2_peg_237	0	V.gigas2
153	0.308642	0.425926	0.314815	0.185185	0.164141	0.0782	Rmag_0622	843	Vgig2_peg_238	0	V.gigas2
154	0.304989	0.37415	0.323129	0.217687	0.116007	0.0004	Rmag_0621	844	Vgig2_peg_239	0	V.gigas2
155	0.302564	0.47692299999999993	0.215385	0.215385	0.10385899999999999	0.0814		1057	Vgig2_peg_24	0	V.gigas2
156	0.297216	0.426637	0.286682	0.17833	0.10416900000000001	0.0	Rmag_0620	845	Vgig2_peg_240	0	V.gigas2
157	0.298791	0.378238	0.284974	0.233161	0.129555	0.0116	Rmag_0619	846	Vgig2_peg_241	0	V.gigas2
158	0.320388	0.45631099999999997	0.300971	0.20388299999999998	0.18592999999999998	0.0658	Rmag_0618	847	Vgig2_peg_242	0	V.gigas2
159	0.318008	0.383142	0.329502	0.241379	0.200719	0.0	Rmag_0617	849	Vgig2_peg_243	0	V.gigas2
160	0.330447	0.4329	0.341991	0.21645	0.0999416	0.1172		1226	Vgig2_peg_244	0	V.gigas2
161	0.298485	0.42727299999999996	0.26363600000000004	0.204545	0.130762	0.0012	Rmag_0615	851	Vgig2_peg_245	0	V.gigas2
162	0.298643	0.420814	0.294118	0.18099500000000002	0.150393	0.0	Rmag_0614	852	Vgig2_peg_246	0	V.gigas2
163	0.304825	0.42763199999999996	0.292763	0.194079	0.12271300000000002	0.0	Rmag_0613	853	Vgig2_peg_247	0	V.gigas2
164	0.358127	0.49173599999999995	0.363636	0.21900799999999998	0.18875899999999998	0.0	Rmag_0611	856	Vgig2_peg_248	0	V.gigas2
165	0.296588	0.41732299999999994	0.283465	0.188976	0.157208	0.0322	Rmag_0610	857	Vgig2_peg_249	0	V.gigas2
166	0.322963	0.44	0.315556	0.213333	0.125064	0.005	Rmag_0124	531	Vgig2_peg_25	0	V.gigas2
167	0.320755	0.41509399999999996	0.320755	0.226415	0.20934899999999998	0.8888	Rmag_0609	858	Vgig2_peg_250	1	V.gigas2
168	0.336146	0.43881899999999996	0.324895	0.24472600000000003	0.130995	0.002	Rmag_0608	859	Vgig2_peg_251	0	V.gigas2
169	0.293065	0.402685	0.308725	0.167785	0.129471	0.0628	Rmag_0607	860	Vgig2_peg_252	0	V.gigas2
170	0.336134	0.490756	0.327731	0.189916	0.110422	0.0	Rmag_0606	861	Vgig2_peg_253	0	V.gigas2
171	0.315315	0.389961	0.324324	0.23165999999999998	0.10283199999999999	0.0072	Rmag_0605	862	Vgig2_peg_254	0	V.gigas2
172	0.340486	0.482833	0.304721	0.233906	0.141932	0.0	Rmag_0604	863	Vgig2_peg_255	0	V.gigas2
173	0.36046500000000004	0.467442	0.402326	0.211628	0.11781300000000001	0.0	Rmag_0602	864	Vgig2_peg_256	0	V.gigas2
174	0.320325	0.45365900000000003	0.326829	0.180488	0.152568	0.0	Rmag_0601	865	Vgig2_peg_257	0	V.gigas2
175	0.342084	0.446301	0.400955	0.178998	0.12898900000000002	0.0		1225	Vgig2_peg_258	0	V.gigas2
176	0.27322399999999997	0.349727	0.28415300000000004	0.185792	0.11825799999999999	0.0182	Rmag_0599	867	Vgig2_peg_259	0	V.gigas2
177	0.370892	0.481221	0.413146	0.21831	0.12979200000000002	0.0	Rmag_0125	532	Vgig2_peg_26	0	V.gigas2
178	0.23333299999999998	0.375	0.15	0.175	0.147108	0.3416		2014	Vgig2_peg_260	1	V.gigas2
179	0.241379	0.258621	0.258621	0.20689699999999997	0.113197	0.528		1514	Vgig2_peg_261	0	V.gigas2
180	0.276699	0.364078	0.237864	0.22815500000000002	0.131865	0.0022	Rmag_0597	868	Vgig2_peg_262	0	V.gigas2
181	0.3174	0.441683	0.300191	0.210325	0.0935452	0.0		869	Vgig2_peg_263	0	V.gigas2
182	0.28538800000000003	0.369863	0.30136999999999997	0.18493199999999999	0.135104	0.0844	Rmag_0595	870	Vgig2_peg_264	0	V.gigas2
183	0.21276599999999998	0.255319	0.255319	0.12766	0.21923600000000001	0.36200000000000004		2015	Vgig2_peg_265	0	V.gigas2
184	0.326613	0.449597	0.322581	0.207661	0.114329	0.0	Rmag_0594	873	Vgig2_peg_266	0	V.gigas2
185	0.348148	0.47555600000000003	0.36	0.208889	0.156104	0.0	Rmag_0593	874	Vgig2_peg_267	0	V.gigas2
186	0.34347	0.527728	0.320215	0.182469	0.11961600000000001	0.0	Rmag_0592	875	Vgig2_peg_268	0	V.gigas2
187	0.29703	0.39604	0.306931	0.188119	0.168046	0.1436	Rmag_0591	876	Vgig2_peg_269	0	V.gigas2
188	0.324561	0.44736800000000004	0.355263	0.171053	0.236848	0.0286	Rmag_0126	533	Vgig2_peg_27	0	V.gigas2
189	0.30183699999999997	0.346457	0.322835	0.23621999999999999	0.161235	0.053		1042	Vgig2_peg_270	0	V.gigas2
190	0.287933	0.39784899999999995	0.283154	0.18279600000000001	0.0949325	0.0064	Rmag_0589	880	Vgig2_peg_271	0	V.gigas2
191	0.265873	0.345238	0.25	0.202381	0.154449	0.3896	Rmag_0588	881	Vgig2_peg_272	0	V.gigas2
192	0.300338	0.395939	0.294416	0.21066	0.07345	0.0042	Rmag_0587	882	Vgig2_peg_273	0	V.gigas2
193	0.357903	0.513514	0.353808	0.20638800000000002	0.104904	0.0	Rmag_0585	883	Vgig2_peg_274	0	V.gigas2
194	0.354908	0.485437	0.36893200000000004	0.210356	0.12243499999999999	0.0	Rmag_0584	884	Vgig2_peg_275	0	V.gigas2
195	0.304598	0.43103400000000003	0.321839	0.16092	0.0793614	0.9752	Rmag_0583	886	Vgig2_peg_276	0	V.gigas2
196	0.24707600000000002	0.379386	0.236842	0.125	0.0980972	0.0		887	Vgig2_peg_277	0	V.gigas2
197	0.35094899999999996	0.46748	0.325203	0.26016300000000003	0.15001	0.0002	Rmag_0581	889	Vgig2_peg_278	0	V.gigas2
198	0.309051	0.430464	0.291391	0.205298	0.13991900000000002	0.0624		890	Vgig2_peg_279	1	V.gigas2
199	0.325434	0.41943100000000005	0.35545	0.201422	0.11781199999999999	0.0	Rmag_0127	534	Vgig2_peg_28	0	V.gigas2
200	0.341954	0.47844799999999993	0.33620700000000003	0.211207	0.0971008	0.0698	Rmag_0579	891	Vgig2_peg_280	0	V.gigas2
201	0.338129	0.446043	0.359712	0.20863299999999999	0.19262200000000002	0.0028	Rmag_0578	892	Vgig2_peg_281	0	V.gigas2
202	0.363036	0.507426	0.368812	0.212871	0.105597	0.0	Rmag_0577	893	Vgig2_peg_282	0	V.gigas2
203	0.341333	0.496	0.368	0.16	0.156083	0.044000000000000004	Rmag_0576	894	Vgig2_peg_283	0	V.gigas2
204	0.35514	0.5046729999999999	0.36448600000000003	0.196262	0.156169	0.1762	Rmag_0575	895	Vgig2_peg_284	0	V.gigas2
205	0.233918	0.339181	0.204678	0.157895	0.144645	0.0004	Rmag_0574	896	Vgig2_peg_285	0	V.gigas2
206	0.335505	0.469055	0.346906	0.190554	0.0983243	0.0	Rmag_0573	897	Vgig2_peg_286	0	V.gigas2
207	0.34821399999999997	0.491071	0.33928600000000003	0.214286	0.21159299999999998	0.017	Rmag_0572	898	Vgig2_peg_287	0	V.gigas2
208	0.338936	0.44257700000000005	0.37535	0.19888	0.15013800000000002	0.0	Rmag_0571	900	Vgig2_peg_288	0	V.gigas2
209	0.311315	0.43302799999999997	0.299083	0.201835	0.08786050000000001	0.0	Rmag_0570	901	Vgig2_peg_289	0	V.gigas2
210	0.358025	0.407407	0.44444399999999995	0.22222199999999998	0.152341	0.5202		1059	Vgig2_peg_29	0	V.gigas2
211	0.293996	0.399068	0.281056	0.20186300000000001	0.08192100000000001	0.0	Rmag_0568	902	Vgig2_peg_290	0	V.gigas2
212	0.304762	0.414286	0.3	0.2	0.154092	0.777	Rmag_0567	903	Vgig2_peg_291	0	V.gigas2
213	0.38014499999999996	0.479419	0.45278500000000005	0.20823200000000003	0.0955432	0.0	Rmag_0566	904	Vgig2_peg_292	0	V.gigas2
214	0.31982	0.5810810000000001	0.256757	0.12162200000000001	0.159909	0.285	Rmag_0565	905	Vgig2_peg_293	0	V.gigas2
215	0.317391	0.417391	0.365217	0.16956500000000002	0.120625	0.0026		906	Vgig2_peg_294	0	V.gigas2
216	0.315761	0.43610200000000005	0.337061	0.174121	0.0730852	0.0	Rmag_0563	1043	Vgig2_peg_295	0	V.gigas2
