gene	ncodons	SymvsFL_k	SymvsFL_pval	RuvsFL_k	RuvsFL_pval	GivsFL_k	GivsFL_pval	GivsRu_k	GivsRu_pval	SymvsSUP05_k	SymvsSUP05_pval	SymvsHSym_k	SymvsHSym_pval	SUP05vsHSym_k	SUP05vsHSym_pval
Rmag_0160	153	0.9101028524158403	0.3799940099896593	0.7761652348544091	0.2314883414872889	1.219596616508257	0.6122986915506171	1.216713887476963	0.3692018005583261	0.879954663244672	0.4758125206107751	0.6786353256891862	0.25478813367375	0.9394111924120512	0.6794834142347936
Rmag_0165	324	0.4545052362559903	5.808181128708068e-05	0.4055959681550654	4.920814944753271e-05	0.4510027121969488	0.003601685425667189	1.135856167650271	0.3944338692121195	0.468674522153216	3.71688450799823e-05	0.6341924448402911	0.03271795510919084	1.439825826099392	0.008702617768169163
Rmag_0166	204	0.6078816573338404	2.093354696697247e-06	0.5180165748958792	6.792790116172398e-05	0.542250366695065	0.0004302583254196524	0.7238438196874472	0.2829440162330108	0.001339662865704422	1.206808975195983e-06	0.7070078614954829	0.004029277788389463	1.306515553586839	0.003027921365236996
Rmag_0167	97	0.3177585103076813	0.0006983962930467991	0.1082154396531698	0.0003607031528306548	0.3769596588162308	0.04672683879024297	1.110271440437411	0.6764371801121777	0.140181965165401	0.0005011052613510536	0.699443930478763	0.099965815437839	1.667797429392454	0.03056664279093058
Rmag_0168	285	0.05718886087890852	2.694297540628554e-08	0.046940465358362	5.326970546448706e-06	0.02617723511287243	4.046313647143585e-06	0.8673031523714826	0.389953824146501	0.3321159227863821	8.823202983787581e-07	0.03465026745802164	0.0002270655557166101	2.160457947818512	0.00612571492335634
Rmag_0169	91	0.1624643564625183	0.001378908904181686	0.220057062599099	0.002893848723431236	0.7440107948906447	0.2898733803644574	1.309916790132634	0.2861957841387346	0.8422781700177828	0.3436337389779981	0.6696586636512037	0.03319739954780776	0.5569290702273989	0.4138403684505426
Rmag_0170	113	0.4056479900252291	0.0002101829535295918	0.4659737224665846	1.058595571890031e-05	0.8421149766886395	0.4626423139003999	1.905403831945542	0.007877008273266872	0.5966706238644862	0.002259062997329253	0.624647876692502	0.005981251769751394	1.018345571805514	0.8802377455082624
Rmag_0171	234	0.6521510978615253	0.0007725263795550497	0.638297541244552	0.0007980214628875437	0.6572448871286666	0.09223976735682571	1.007212698239263	0.9794843038694258	0.4806713111994175	0.0005959568644120505	0.8210047591152458	0.2905681961843499	1.45456396886456	0.0007779147358220051
Rmag_0172	136	0.7223738095825905	0.02767216311155096	0.7088273686967993	0.03671691478332328	0.7402933763671812	0.1501597195952418	5.553826697418452	0.4547538630390381	0.756764073689981	0.1026886242422904	0.7925904591489099	0.1391468634578978	1.038093042539783	0.7482433705510626
Rmag_0173	62	0.1747311789555911	0.006454849241346761	0.1205455852320841	0.6910443441778207	0.1772241332408195	0.06820659209738111	1.055251091160335	0.9375520028898802	0.3385967623191081	0.004393236870858686	0.874201723176411	0.9074595400198064	3.506448259975172	0.003399568218064197
Rmag_0174	96	0.0973453556566685	2.045540250494859e-05	0.006464541568410658	0.0002091737292581053	0.2833652283247418	0.00331253602586612	1.344642686269393	0.2656695130291086	0.2179493067896623	6.080577612865845e-06	0.5039493049477634	0.002335198533406579	1.526936719700174	0.2251897022890141
Rmag_0175	136	0.6221947601467268	0.0035632361206267	0.4733194224547759	0.1057187474079716	0.6528161325524419	0.01882206257976426	10.71007214019492	0.3078097374352592	0.1621290607561824	0.001225044453800561	0.7297560346703656	0.03061752407801532	49.99999999999989	0.08898694464729862
Rmag_0176	103	0.3419344230942782	5.787195449302729e-06			0.9326842273493361	0.7780478263692676			0.2331935590101417	3.504304949553116e-07	0.6792797976925077	0.1052867451958958	2.019506089633382	2.72613998439919e-05
Rmag_0177	183	0.07108311584123848	0.0004205090018986057	0.6985471603304392	0.03118759129323223	0.04473549069081291	0.01845883329855247	1.26574470287266	0.2344470135605515	0.08327746929769908	0.001327230355728237	0.9898481985998844	0.916494490113356	2.190680949785249	0.0178575843651404
Rmag_0178	101	0.8235695603077011	0.4088968331328827	0.856743363259257	0.4646037391645468	0.8211838569550398	0.5028194046887007	1.053802478880504	0.8374224358794439	0.9172985749582311	0.6235041434012181	0.8845166396100463	0.5913921212577143	0.9555280886635892	0.7711536419033718
Rmag_0179	132	0.6553136656300198	0.06412761980518189	0.1351813437140753	7.363286255834822e-05	0.2101626832185268	0.008559309529087344	1.44945459757385	0.1305077510456059	0.1056286700774513	0.003618046538088393	0.6288456563452969	0.01277722893087496	1.218082752440018	0.5105640128840337
Rmag_0180	181	0.7096398294627372	0.01654407764898613	0.6266375900104094	0.002704834690294811	0.9352901832249029	0.7519761431319403	12.42884373146847	0.06302506681072073	0.003996986739383934	2.831931106506147e-06	0.6962977240599352	0.2671659649727374	8.661967364135542	1.776284601573419e-05
Rmag_0181	115	0.01538615452057533	0.6713227705038144	0.001520584215116077	0.000671363611864817	0.7879475211406126	0.5588925325841894	7.90469207724312	0.1329553571027324	0.9058008717364991	0.6029679270899422	0.05562023174064493	0.004550071292780622	1.002002264718671	0.9893952304466119
Rmag_0182	173	0.7982003604122858	0.03916050966683771	0.8747533445423153	0.4172264663236339	0.7807154541983398	0.05035229187307921	0.8807203907521224	0.5366843006694535	0.7513290448559734	0.009973025804045577	0.9472093322969859	0.6623139846529698	1.239616856462054	0.02779193914303346
Rmag_0185	434	0.5119954872481912	1.556461071139381e-09	0.2902663392817833	4.50197832679855e-07	0.5584581621353002	2.234557449931618e-05	1.444822640455057	0.1229143130257564	0.4266722020722827	1.477545641392908e-09	0.546358932580326	0.0002235158187383623	1.819868077640882	3.213314281325097e-09
Rmag_0187	119	0.1384605524167981	3.209737723142148e-05	0.1005273102502209	0.000383736468517526	0.1895117768806237	0.006377971778757763	1.165248046424521	0.4138793124246436	0.5946830295615902	0.001569689620020021	0.5846724344780336	0.04094938632015599	1.990890647744926	0.4204578804432321
Rmag_0188	128	0.5555055112524127	0.002632363074037247	0.4490638069485523	0.001302742736646656	0.7720289105314518	0.2073269231442182	1.305178858770558	0.1498753288466395	0.614773140771153	0.001806984383580623	0.7329561821850226	0.08357764247500166	1.289257769607124	0.1854981704605281
Rmag_0189	208	0.6981528387319553	0.1192339315638438	0.6423017695531157	0.08378541495584035	0.7284308212124041	0.4486662212766832	1.018107644469002	0.9102038884184411	0.579671916392905	0.005381382741221241	0.8975097151251428	0.5227573343768078	2.114953268493951	0.00352783919561761
Rmag_0191	196	0.08673168908855408	6.880504245243557e-07	0.08783828525282514	0.0008633494764863636	0.1179767387954109	8.567511600732214e-05	0.09933418635072613	0.6041133044213083	0.118891745333649	1.352753147720875e-06	0.08142795402781106	0.07744501273132143	1.452088942960194	0.1016539164071161
Rmag_0192	71	0.5141166997881477	0.001680276796037328	0.1217038190202979	0.006118056161055541	0.1397819041595821	0.04822848007320657	1.079590694415845	0.8189329550318436	0.347718904884649	0.0009855093800646975	0.2501256819261431	0.01608845469307685	1.032532325136059	0.9042753125731465
Rmag_0197	386	0.003407532556822824	0.001220994820849808	0.3550720907677634	0.004733077833871668	0.06131140555867697	1.528002600448275e-06	0.446955611909906	0.2562653438375757	0.6998343820903815	0.1385567816001032	15.81543016436736	0.001137349007077071	2.761544358749983	6.570948521078535e-06
Rmag_0205	200	0.0002566013688008212	3.260359045476058e-05	0.04296838704442777	9.303632869339662e-05	0.1719908964802636	0.283354989568791	1.266932367764179	0.1321067299140827	1.377062508085457	0.6537957223837606	0.3474448525993132	0.01608769370762775	1.637369052451831	0.02662688767071431
Rmag_0208	779	0.77488827127004	0.01961910031234548	0.7670907901478934	0.001970895378333948	0.7456351216065724	0.01317781316667643	1.071774627994783	0.7938318148361655	0.7207658656817622	0.0002205100910411817	1.066860571263306	0.5149516065865949	1.899008394500033	7.320810624378282e-11
Rmag_0211	495	0.4097942808369027	6.545377162492372e-08	0.2048913579507269	1.85685141707026e-08	0.2762910754427774	2.602377617144658e-05			0.392041094726898	1.589869087492701e-07	0.1770137437156225	0.002529641972620733	3.883406332451981	2.754837258311937e-08
Rmag_0221	556	0.1829114550200424	4.536790254583423e-08	0.1819167282449177	3.21836803096609e-07	0.4273825115851946	0.000113043797844159	0.7132736770983775	0.07583024135113303	0.2271052030907875	3.028742504573856e-07	0.5421746417077278	0.2679394651602891	2.136318550473691	2.878259237804048e-05
Rmag_0222	430	0.6123236923400149	2.429536512127406e-05	0.5529686952692897	9.420943971061302e-05	0.2330974933837434	4.968248035197576e-13	1.031805248223374	0.9311380217994027	0.519305500299393	3.628858324944417e-10	0.1553086535507972	4.150485634391021e-05	1.954024832740634	2.754866557097557e-09
Rmag_0223	218	0.5371300369153784	0.05349312114240201	0.6328833391574579	0.0352973367291981	0.6415704231290931	0.08914791069965333			0.5781686525840634	0.001117809367797595	0.5266846460941961	0.452185821177799	1.718320766686651	0.02894619770230411
Rmag_0225	75	0.5217403639718498	0.008835175527686756	0.5108528392979719	0.01357385518829601	0.5484798349748644	0.2425505948654856	1.027025695181536	0.9662710461773163	0.4137523767355515	0.004139557722569021	0.6611180532431714	0.07735251633225604	1.225575787294325	0.3180619947444703
Rmag_0227	227	0.1055810993382869	4.129568953459284e-08	0.2740082309109339	1.132578159035447e-07	0.3032490389506383	0.0001293581712901171	3.445324719488145	0.3400796884183184	0.1373522432919071	9.202522848639205e-06	0.4436553732964885	1.357529048062744e-07	0.8887097261211806	0.443953468944131
Rmag_0236	475	0.8112840744847412	0.3732799291785037	0.7310986650282051	0.1775021178135904	6.354663365339425	0.5269893620929003	1.192429470706561	0.6684435705419707	0.4267736808556095	7.276048970550342e-05	0.9796958574703308	0.9876014935648714	1.668479092355305	9.724783867071096e-09
Rmag_0237	118	0.6107380986408837	0.008665056411706118	0.587818832040382	0.03651655904087758	0.3125434526436141	0.5785236676465316	0.8045311890367463	0.598262753163021	0.2043491782078457	0.2460613391599071	0.8183031330973549	0.2038402324916958	1.401540653398985	0.465207654585881
Rmag_0241	162	0.7552943778293078	0.2891036003908066	0.7817387743079863	0.370696793744777	0.6129700216843564	0.2414566806483491	0.009996790651479407	0.0764985644227475	0.7443055545453207	0.1184749314725527	0.7765680667940644	0.3787832816532845	1.750452813804449	0.002407349852115659
Rmag_0242	433	0.600999437664339	3.024151151720389e-09	0.4853813699683558	8.955428654200404e-08	0.2467375120677868	1.020801297046958e-06	0.8777285828792669	0.2164661590991187	0.5361807862688517	7.716094430065823e-08	0.6847159297198611	0.0001556957945245685	1.384492852628654	0.0005249130185629447
Rmag_0243	759	0.7486689386379908	0.006225052106671125	0.7411204157893595	0.007704205422160992	0.6110256186028613	0.0005385305086353931	0.6866078021077336	0.2550526791714626	0.7518569604226537	0.03697002403287197	0.9573871467639834	0.732898048813496	1.392797614217273	1.359711779280737e-06
Rmag_0244	360	0.5669458746143271	0.01588955297932604	0.6315385838654861	0.3015851641144306	0.3756995970506118	0.02103419351188973	0.8415408027283979	0.1495304035609845	0.4642448588480301	0.0001871519794378607	0.8352560800042484	0.3171779920000152	1.44297156767003	0.0004803319324628852
Rmag_0246	211	0.6869958664216026	0.07155475050092408	0.6885163798222358	0.09972383502887194	0.6567475859394973	0.6910821618993745	0.9483220190712889	0.9615540298838615	0.5915983365088271	0.04303731906190444	0.9190784571266075	0.5634172918114199	1.37050761898321	0.005112797269815061
Rmag_0247	102	0.5534821961002628	0.005567453584812698	0.5423282715938798	0.01957355082080481	0.7349930120768945	0.1083393327904575	1.026741829529005	0.9256938544615523	0.4966514374868721	0.01310731179998059	0.8092508132053117	0.2372026475405095	1.248000001770447	0.2695689695991977
Rmag_0248	656	0.2787567994129265	1.720845688168993e-14	0.3187513369447408	1.082878231528639e-11	0.1868085755046194	3.581567487032089e-09	0.8479406058793438	0.0924902979927198	0.2397717465711526	0.0	0.7929657706557091	0.08167024914060883	1.929036246293205	1.212974165554215e-11
Rmag_0249	531	0.3899626860741429	6.116633324504406e-06	0.2905438313020746	7.728518883975966e-06	0.5788291913436051	2.245579093851369e-05	1.125350393165139	0.373979924223908	0.3234763771385192	6.265367669122668e-09	0.6866131460527787	0.0541041870684299	1.402290975102949	8.750070369045737e-06
Rmag_0250	493	0.1321293744306179	1.236144520078142e-11	0.1912055091401622	1.479927291825334e-13	0.1542767029670991	5.866935604004198e-09	1.084161183858139	0.5061158693747541	0.6730603530531826	0.002604508522560889	0.01923788960575561	9.792167077193881e-14	1.222625897477834	0.01277660677249226
Rmag_0258	318	0.7403735941837869	0.1778326905746874	0.8244863606161869	0.5945453424269695	0.6064651960761441	0.1935070657218965	0.1488779624559159	0.01238159178736253	0.5280118514224705	0.01168834988549561	0.9451927477225291	0.8209752179852896	1.446860750117323	0.0004845789253465904
Rmag_0261	185	0.1286702086162518	1.314179876032995e-08	0.1093632017429543	2.609406613007792e-08	0.2937442833018332	0.003783394975055088	1.488144421289666	0.5714332662826929	0.1357607880115088	5.609831710273738e-08	0.3852069843943836	0.00402736869256759	1.318242576641571	0.05313343420358874
Rmag_0262	246	0.5637912912289769	0.000635001812444469	0.4954410936339483	0.000360421560040014	0.7382911344895179	0.4637451860731859	1.302924743602283	0.2737511725408356	0.4950496877054477	2.249818794375358e-06	0.7668966373799274	0.1489215533392704	1.721165971864573	0.001346920413687003
Rmag_0275	230	0.9719510488986262	0.85213546490936	1.033186081856802	0.8411201526943852	0.7045531541166381	0.04368148781285475	0.0413809606252353	0.001765067902515405	0.8225379466070687	0.2844013712145156	1.304434794875059	0.328074794385353	1.286604808678013	0.003955373220460245
Rmag_0278	339	0.2488272015188936	1.537706828536045e-08	0.2311063728040618	1.047721487346109e-08	0.29666407512067	0.0002651989621471618	1.139097141546558	0.3545826627534883	0.3005347991897271	1.88920808761317e-05	0.09920492226550488	0.0002184469187995752	1.314777227656824	0.01977422715919575
Rmag_0284	210	0.5329860171039925	0.06322595625290794	0.6723075168192939	0.01837797334021907	0.6030977646618717	0.07466128358731183	0.9827529313782315	0.9625788505437337	0.4299298057076981	0.003010348847052979	0.4902573296923036	0.0404594245789679	1.607530446290515	0.005007862978314348
Rmag_0289	133	0.1617049034514365	0.1771345329873628	0.5295256545692834	0.01714612027754636	0.3093487172410536	0.02404389843525823	0.6253264784568175	0.2989536460141007	0.2490078701031423	1.456612312422667e-05	0.6668269470314858	0.7904720876036514	3.156007089449333	0.0001890629892361551
Rmag_0292	367	0.5933805173020119	9.919745358466514e-09	0.5040974598471325	1.019652520639625e-06	0.3163137330915191	5.485611964672898e-13	0.5373623083039958	0.4738142015816913	0.2828012336059323	4.996003610813204e-15	0.7209558444692331	0.0002353249078609343	2.095795260426797	6.131703034872871e-06
Rmag_0293	86	0.2545724783566381	1.328367809949604e-05	0.09846280566457152	7.99779520388455e-07	0.3314925997863433	0.2938977276616778	1.455197310990165	0.4248933429092581	0.3735024092985098	5.090224873827154e-07	0.9986912426405585	0.9974832126587198	4.443826154580772	0.1156103999290862
Rmag_0294	301	0.8530589458606627	0.5621025582648739	0.8900716647015557	0.7178313748399199	0.7120660079151634	0.3170111204700263	0.9373459037775976	0.763658790311042	0.6500064181350924	0.05503032719670964	1.255706899048251	0.6708751924565697	1.469322492789746	0.0001167873166275646
Rmag_0295	631	0.09746804205718602	1.709754560152987e-11	0.1160800186539609	1.456588960557781e-09	0.1368604419580603	7.618577104739899e-07	0.739719175477125	0.09132582438257786	0.158761920586808	2.497331563766636e-09	0.3048014479433925	0.001772338946089969	1.608496489593627	6.010048014815084e-11
